victor_id	ogg_iri	victor_host_name	victor_host_taxon	victor_host_cell_ontology_iri	victor_host_cell_ontology_name	victor_host_cell_line_ontology_iri	victor_host_cell_line_ontology_name	reference_annotation
294	OGG_3000888168	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
295	OGG_3000888190	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
296	OGG_3000888225	mouse	10090					MUTATION: leuD mutant is attenuated in mice [PMID:10768986].
297	OGG_3000888228	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
298	OGG_3000888247	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
299	OGG_3000888279	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
301	OGG_3000888303	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
302	OGG_3000888320	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
303	OGG_3000888321	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
304	OGG_3000888337	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
305	OGG_3000888344	mouse	10090					MUTATION:  attenuated in mice [PMID:14569030].
306	OGG_3000888350	mouse	10090					MUTATION: pks12 mutant is attenuated in mice [PMID:12819062].
307	OGG_3000888354	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
308	OGG_3000888355	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
309	OGG_3000888364	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
310	OGG_3000888387	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
311	OGG_3000888410	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
312	OGG_3000888415	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
313	OGG_3000888430	mouse	10090					MUTATION: lipF mutant is attenuated in mice lungs [PMID:10564470].
314	OGG_3000888445	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
315	OGG_3000888450	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
316	OGG_3000888475	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
317	OGG_3000888482	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
318	OGG_3000888486	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
319	OGG_3000888491	mouse	10090					MUTATION: drrC mutant is attenuated in mice [PMID:10564470].
320	OGG_3000888498	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
321	OGG_3000888539	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
322	OGG_3000888560	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
323	OGG_3000888570	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
324	OGG_3000888609	mouse	10090					MUTATION: sigL mutant is attenuated in mice [PMID:16199577].
325	OGG_3000888646	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
326	OGG_3000888653	mouse	10090					MUTATION:  attenuated in mice [PMID:14569030].
327	OGG_3000888694	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
328	OGG_3000888705	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
329	OGG_3000888723	mouse	10090					MUTATION: sigC mutant is attenuated in mice [PMID:15049808].
330	OGG_3000888727	mouse	10090					MUTATION: sigF mutant is attenuated in mice [PMID:14977982].
331	OGG_3000888729	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
332	OGG_3000888743	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
333	OGG_3000888751	human	9606					MUTATION: sigE mutant is unable to grow in unactivated human and murine macrophages and is more susceptible to killing by activated macrophages than the wild type [PMID:11489128].
333	OGG_3000888751	human	9606	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: sigE mutant is unable to grow in unactivated human and murine macrophages and is more susceptible to killing by activated macrophages than the wild type [PMID:11489128].
333	OGG_3000888751	mouse	10090					MUTATION: sigE mutant is unable to grow in unactivated human and murine macrophages and is more susceptible to killing by activated macrophages than the wild type [PMID:11489128].
333	OGG_3000888751	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: sigE mutant is unable to grow in unactivated human and murine macrophages and is more susceptible to killing by activated macrophages than the wild type [PMID:11489128].
334	OGG_3000888772	mouse	10090					MUTATION: phoP mutant is attenuated in mice [PMID:11454210].
335	OGG_3000888778	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
336	OGG_3000888779	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
337	OGG_3000888786	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
338	OGG_3000888798	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
339	OGG_3000888817	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
340	OGG_3000888821	mouse	10090					MUTATION:  attenuated in mice [PMID:14569030].
342	OGG_3000888861	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
343	OGG_3000888866	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
344	OGG_3000888871	mouse	10090					MUTATION: moeB1 mutant is attenuated in mice [PMID:17353284].
345	OGG_3000888876	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
346	OGG_3000888944	mouse	10090					MUTATION: attenuated in mice [PMID:14569030].
396	OGG_3000889201	monkey	9479					MUTATION: attenuated in monkeys [PMID:18395086].
401	OGG_3000890075	mouse	10090					MUTATION: knockout did not result in gastric ulcers in mice compared to wild type [PMID:20046046].
403	OGG_3003950826	mouse	10090					MUTATION:  a FTL_0837 mutant was attenuated for infection in a mouse lung [PMID:17420240]
404	OGG_3003950835	mouse	10090					MUTATION:  a FTL_0846 mutant was attenuated for infection in a mouse lung [PMID:17420240]
405	OGG_3003950841	mouse	10090					MUTATION:  a FTL_1528 mutant was attenuated for infection in a mouse lung [PMID:17420240]
406	OGG_3003950886	mouse	10090					MUTATION:  a FTL_1096 mutant was attenuated for infection in a mouse lung [PMID:17420240]
407	OGG_3003950887	mouse	10090					MUTATION:  a FTL_1097 mutant was attenuated for infection in a mouse lung [PMID:17420240]
408	OGG_3003950914	mouse	10090					MUTATION:  a FTL_1867 mutant was attenuated for infection in a mouse lung [PMID:17420240]
409	OGG_3003950922	mouse	10090					MUTATION:  a FTL_1672 mutant was attenuated for infection of a mouse lung [PMID:17420240]
410	OGG_3003950928	mouse	10090					MUTATION:  a FTL_1678 mutant was attenuated for infection in a mouse lung [PMID:17420240]
411	OGG_3003950940	mouse	10090					MUTATION:  a tig mutant was attenuated for infection in a mouse lung [PMID:17420240]
412	OGG_3003950941	mouse	10090					MUTATION:  a FTL_0892 mutant was attenuated for infection in a mouse lung [PMID:17420240]
413	OGG_3003950942	mouse	10090					MUTATION: a clpX mutant was attenuated for infection in a mouse lung [PMID:17420240]
414	OGG_3003950943	mouse	10090					MUTATION:  a FTL_0894 mutant was attenuated for infection in a mouse lung [PMID:17420240]
415	OGG_3003950948	mouse	10090					MUTATION:  a FTL_0899 mutant was attenuated for infection in a mouse lung [PMID:17420240]
416	OGG_3003950952	mouse	10090					MUTATION:  a FTL_0903 mutant was attenuated for infection in a mouse lung [PMID:17420240]
417	OGG_3003950981	mouse	10090					MUTATION:  a FTL_0483 mutant was attenuated for infection in a mouse lung [PMID:17420240]
418	OGG_3003950983	mouse	10090					MUTATION:  a FTL_0485 mutant was attenuated for infection in a mouse lung [PMID:17420240]
419	OGG_3003951041	mouse	10090					MUTATION:  a FTL_1134 mutant was attenuated for infection in a mouse lung [PMID:17420240]
420	OGG_3003951097	mouse	10090					MUTATION:  a FTL_1030 mutant was attenuated for infection in a mouse lung [PMID:17420240]
421	OGG_3003951135	mouse	10090					MUTATION:  a FTL_0768 mutant was attenuated for infection in a mouse lung [PMID:17420240]
422	OGG_3003951196	mouse	10090					MUTATION:  a FTL_0584 mutant was attenuated for infection in a mouse lung [PMID:17420240]
423	OGG_3003951237	mouse	10090					MUTATION:  a FTL_0421 mutant was attenuated for infection in a mouse lung [PMID:17420240]
424	OGG_3003951244	mouse	10090					MUTATION:  a FTL_0428 mutant was attenuated for infection in a mouse lung [PMID:17420240]
425	OGG_3003951246	mouse	10090					MUTATION:  a FTL_0430 mutant was attenuated for infection in a mouse lung [PMID:17420240]
426	OGG_3003951255	mouse	10090					MUTATION:  a FTL_0439 mutant was attenuated for infection in a mouse lung [PMID:17420240]
427	OGG_3003951256	mouse	10090					MUTATION:  a FTL_0950 mutant was attenuated for infection in a mouse lung[PMID:17420240]
428	OGG_3003951266	mouse	10090					MUTATION:  a FTL_0960 mutant was attenuated for infection in a mouse lung [PMID:17420240]
429	OGG_3003951279	mouse	10090					MUTATION:  a rpmJ mutant was attenuated for infection in a mouse lung [PMID:17420240]
430	OGG_3003951342	mouse	10090					MUTATION:  a FTL_0616 mutant was attenuated for infection in a mouse lung [PMID:17420240]
431	OGG_3003951343	mouse	10090					MUTATION:  a FTL_0617 mutant was attenuated for infection in a mouse lung [PMID:17420240]
432	OGG_3003951375	mouse	10090					MUTATION:  a FTL_0009 mutant was attenuated for infection in a mouse lung [PMID:17420240]
433	OGG_3003951376	mouse	10090					MUTATION:  a FTL_0010 mutant was attenuated for infection in a mouse lung [PMID:17420240]
434	OGG_3003951378	mouse	10090					MUTATION:  a FTL_0012 mutant was attenuated for infection in a mouse lung [PMID:17420240]
435	OGG_3003951407	mouse	10090					MUTATION:  a secE mutant was attenuated for infection of a mouse lung [PMID:17420240]
436	OGG_3003951501	mouse	10090					MUTATION:  a FTL_0663 mutant was attenuated for infection in a mouse lung [PMID:17420240]
437	OGG_3003951508	mouse	10090					MUTATION:  a FTL_1233 mutant was attenuated for infection in a mouse lung [PMID:17420240]
438	OGG_3003951515	mouse	10090					MUTATION:  a FTL_1240 mutant was attenuated for infection in a mouse lung [PMID:17420240]
439	OGG_3003951539	mouse	10090					MUTATION:  a FTL_1225 mutant was attenuated for infection in a mouse lung [PMID:17420240]
440	OGG_3003951562	mouse	10090					MUTATION:  a FTL_0645 mutant was attenuated for infection in a mouse lung [PMID:17420240]
441	OGG_3003951617	mouse	10090					MUTATION:  a FTL_0723 mutant was attenuated for infection in a mouse lung [PMID:17420240]
442	OGG_3003951644	mouse	10090					MUTATION:  a FTL_1419 mutant was attenuated for infection in a mouse lung [PMID:17420240]
443	OGG_3003951675	mouse	10090					MUTATION:  a FTL_0803 mutant was attenuated for infection in a mouse lung [PMID:17420240]
444	OGG_3003951705	mouse	10090					MUTATION:  a FTL_1075 mutant was attenuated for infection in a mouse lung [PMID:17420240]
445	OGG_3003951721	mouse	10090					MUTATION:  a FTL_0111 mutant was attenuated for infection in a mouse lung [PMID:17420240]
446	OGG_3003951722	mouse	10090					MUTATION:  a FTL_0112 mutant was attenuated for infection in a mouse lung [PMID:17420240]
447	OGG_3003951723	mouse	10090					MUTATION:  a FTL_0113 mutant was attenuated for infection in a mouse lung [PMID:17420240]
448	OGG_3003951742	mouse	10090					MUTATION:  a FTL_0133 mutant was attenuated for infection in a mouse lung [PMID:17420240]
449	OGG_3003951776	mouse	10090					MUTATION:  a FTL_1354 mutant was attenuated for infection in a mouse lung [PMID:17420240]
450	OGG_3003951826	mouse	10090					MUTATION:  a sucC mutant was attenuated for infection in a mouse lung [PMID:17420240]
451	OGG_3003951827	mouse	10090					MUTATION:  a FTL_1554 mutant was attenuated for infection in a mouse lung [PMID:17420240]
453	OGG_3003951951	mouse	10090					MUTATION:  a FTL_1601 mutant was attenuated for infection in a mouse lung [PMID:17420240]
454	OGG_3003951957	mouse	10090					MUTATION:  a FTL_1273 mutant was attenuated for infection in a mouse lung [PMID:17420240]
455	OGG_3003951958	mouse	10090					MUTATION:  a FTL_1274 mutant was attenuated for infection in a mouse lung [PMID:17420240]
456	OGG_3003951959	mouse	10090					MUTATION:  a FTL_1275 mutant was attenuated for infection in a mouse lung [PMID:17420240]
457	OGG_3003951994	mouse	10090					MUTATION:  a FTL_1936 mutant was attenuated for infection in a mouse lung [PMID:17420240]
458	OGG_3003952010	mouse	10090					MUTATION:  a FTL_1622 mutant was attenuated for infection in a mouse lung [PMID:17420240]
459	OGG_3003952011	mouse	10090					MUTATION:  a FTL_1623 mutant was attenuated for infection in a mouse lung [PMID:17420240]
460	OGG_3003952026	mouse	10090					MUTATION:  a rpmA mutant was attenuated for infection in a mouse lung [PMID:17420240]
461	OGG_3003952032	mouse	10090					MUTATION:  a FTL_1458 mutant was attenuated for infection in a mouse lung [PMID:17420240]
462	OGG_3003952047	mouse	10090					MUTATION:  a FTL_R0003 mutant was attenuated for infection in a mouse lung [PMID:17420240]
463	OGG_3003952054	mouse	10090					MUTATION:  a FTL_1504 mutant was attenuated for infection in a mouse lung [PMID:17420240]
464	OGG_3003952087	mouse	10090					MUTATION:  a FTL_1266 mutant was attenuated for infection in a mouse lung [PMID:17420240]
465	OGG_3003952111	mouse	10090					MUTATION:  a FTL_0928 mutant was attenuated for infection in a mouse lung [PMID:17420240]
466	OGG_3003952147	mouse	10090					MUTATION:  a rpsA mutant was attenuated for infection in a mouse lung [PMID:17420240]
467	OGG_3003952178	mouse	10090					MUTATION:  a glpX mutant was attenuated for infection in a mouse lung [PMID:17420240]
468	OGG_3003952219	mouse	10090					MUTATION:  a FTL_0514 mutant was attenuated for infection in a mouse lung [PMID:17420240]
469	OGG_3003952224	mouse	10090					MUTATION:  a FTL_0519 mutant was attenuated for infection in a mouse lung [PMID:17420240]
470	OGG_3003952225	mouse	10090					MUTATION:  a FTL_0520 mutant was attenuated for infection in a mouse lung [PMID:17420240]
471	OGG_3003952271	mouse	10090					MUTATION:  a FTL_0094 mutant was attenuated for infection in a mouse lung [PMID:17420240]
472	OGG_3003952320	mouse	10090					MUTATION:  a rpsU mutant was attenuated for infection in a mouse lung [PMID:17420240]
473	OGG_3003952390	mouse	10090					MUTATION:  a rplT mutant was attenuated for infection in a mouse lung [PMID:17420240]
474	OGG_3003952400	mouse	10090					MUTATION:  a FTL_1414 mutant was attenuated for infection in a mouse lung [PMID:17420240]
475	OGG_3003952401	mouse	10090					MUTATION:  a FTL_1415 mutant was attenuated for infection in a mouse lung [PMID:17420240]
476	OGG_3003952402	mouse	10090					MUTATION:  a FTL_1416 mutant was attenuated for infection in a mouse lung [PMID:17420240]
477	OGG_3003952442	mouse	10090					MUTATION:  a FTL_1832 mutant was attenuated for infection in a mouse lung [PMID:17420240]
478	OGG_3003952464	mouse	10090					MUTATION:  a isftu1 mutant was attenuated for infection in a mouse lung [PMID:17420240]
479	OGG_3003952483	mouse	10090					MUTATION:  a FTL_1461 mutant was attenuated for infection in a mouse lung [PMID:17420240]
480	OGG_3003952491	mouse	10090					MUTATION:  a FTL_1473 mutant was attenuated for infection in a mouse lung [PMID:17420240]
481	OGG_3003952492	mouse	10090					MUTATION:  a FTL_1474 mutant was attenuated for infection in a mouse lung [PMID:17420240]
482	OGG_3003952493	mouse	10090					MUTATION:  a FTL_1475 mutant was attenuated for infection in a mouse lung [PMID:17420240]
483	OGG_3003952505	mouse	10090					MUTATION:  a tRNA-Ile1 mutant was attenuated for infection in a mouse lung [PMID:17420240]
484	OGG_3003952562	mouse	10090					MUTATION:  a FTL_0382 mutant was attenuated for infection in a mouse lung [PMID:17420240]
485	OGG_3003952567	mouse	10090					MUTATION:  a FTL_0387 mutant was attenuated for infection in a mouse lung [PMID:17420240]
486	OGG_3003952586	mouse	10090					MUTATION:  a FTL_1947 mutant was attenuated for infection in a mouse lung [PMID:17420240]
487	OGG_3003952608	mouse	10090					MUTATION:  a FTL_1328 mutant was attenuated for infection in a mouse lung [PMID:17420240]
488	OGG_3003952648	mouse	10090					MUTATION:  a FTL_0073 mutant was attenuated for infection in a mouse lung [PMID:17420240]
489	OGG_3003952665	mouse	10090					MUTATION:  a FTL_0525 mutant was attenuated for infection in a mouse lung [PMID:17420240]
490	OGG_3003952679	mouse	10090					MUTATION:  a FTL_0540 mutant was attenuated for infection in a mouse lung [PMID:17420240]
491	OGG_3003952683	mouse	10090					MUTATION:  a FTL_0337 mutant was attenuated for infection in a mouse lung [PMID:17420240]
492	OGG_3003952716	mouse	10090					MUTATION:  a FTL_1392 mutant was attenuated for infection in a mouse lung [PMID:17420240]
493	OGG_3003952717	mouse	10090					MUTATION:  a FTL_1393 mutant was attenuated for infection in a mouse lung [PMID:17420240]
494	OGG_3003952784	mouse	10090					MUTATION:  a FTL_0589 mutant was attenuated for infection in a mouse lung [PMID:17420240]
