victor_id	ncbi_gene_id	ogg_iri	reference_annotation
222	886951	http://purl.obolibrary.org/obo/OGG_3000886951	MUTATION attenuated in mice [PMID:14569030].
223	886987	http://purl.obolibrary.org/obo/OGG_3000886987	MUTATION: attenuated in mice [PMID:14569030].
224	887021	http://purl.obolibrary.org/obo/OGG_3000887021	MUTATION: attenuated in mice [PMID:14569030].
225	887028	http://purl.obolibrary.org/obo/OGG_3000887028	MUTATION: ino1 mutant is attenuated in resting macrophages and guinea pigs [PMID:14763976].
226	887093	http://purl.obolibrary.org/obo/OGG_3000887093	MUTATION: attenuated in mice [PMID:14569030].
227	887104	http://purl.obolibrary.org/obo/OGG_3000887104	MUTATION: attenuated in mice [PMID:14569030]
228	887121	http://purl.obolibrary.org/obo/OGG_3000887121	MUTATION: attenuated in mice [PMID:14569030].
229	887124	http://purl.obolibrary.org/obo/OGG_3000887124	MUTATION: attenuated in mice [PMID:14569030].
230	887143	http://purl.obolibrary.org/obo/OGG_3000887143	MUTATION: attenuated in mice [PMID:14569030].
231	887145	http://purl.obolibrary.org/obo/OGG_3000887145	MUTATION: attenuated in mice [PMID:14569030].
232	887168	http://purl.obolibrary.org/obo/OGG_3000887168	MUTATION: attenuated in mice [PMID:14569030].
233	887170	http://purl.obolibrary.org/obo/OGG_3000887170	MUTATION: Rv0485 mutant is attenuated in mice [PMID:19651861].
234	887173	http://purl.obolibrary.org/obo/OGG_3000887173	MUTATION: attenuated in mice [PMID:14569030].
235	887185	http://purl.obolibrary.org/obo/OGG_3000887185	MUTATION: senX3-regX3 deletion mutant is attenuated in mice [PMID:12777483].
236	887195	http://purl.obolibrary.org/obo/OGG_3000887195	MUTATION: senX3-regX3 deletion mutant is attenuated in mice [PMID:12777483].
237	887204	http://purl.obolibrary.org/obo/OGG_3000887204	MUTATION: attenuated in mice [PMID:14569030].
238	887205	http://purl.obolibrary.org/obo/OGG_3000887205	MUTATION: attenuated in mice [PMID:14569030].
239	887233	http://purl.obolibrary.org/obo/OGG_3000887233	MUTATION: attenuated in mice [PMID:14569030].
240	887235	http://purl.obolibrary.org/obo/OGG_3000887235	MUTATION: attenuated in mice [PMID:14569030].
241	887246	http://purl.obolibrary.org/obo/OGG_3000887246	MUTATION: attenuated in mice [PMID:14569030].
242	887247	http://purl.obolibrary.org/obo/OGG_3000887247	MUTATION: attenuated in mice [PMID:14569030].
243	887255	http://purl.obolibrary.org/obo/OGG_3000887255	MUTATION: attenuated in mice [PMID:14569030].
244	887256	http://purl.obolibrary.org/obo/OGG_3000887256	MUTATION: proC mutant is attenuated in mice [PMID:11160012].
245	887285	http://purl.obolibrary.org/obo/OGG_3000887285	MUTATION: attenuated in mice [PMID:14569030].
246	887286	http://purl.obolibrary.org/obo/OGG_3000887286	MUTATION: ilvB1 mutant is attenuated in mice [PMID:19542000].
247	887291	http://purl.obolibrary.org/obo/OGG_3000887291	MUTATION: pks15 mutant is attenuated in mice [PMID:12730158].
248	887313	http://purl.obolibrary.org/obo/OGG_3000887313	MUTATION: attenuated in mice [PMID:14569030].
249	887410	http://purl.obolibrary.org/obo/OGG_3000887410	MUTATION: attenuated in mice [PMID:14569030].
250	887454	http://purl.obolibrary.org/obo/OGG_3000887454	MUTATION: fadD28 mutant is attenuated in mice [PMID:10573420].
251	887493	http://purl.obolibrary.org/obo/OGG_3000887493	MUTATION: attenuated in mice [PMID:14569030].
252	887548	http://purl.obolibrary.org/obo/OGG_3000887548	MUTATION: mmpL7 mutant is attenuated in mice [PMID:10573420].
253	887552	http://purl.obolibrary.org/obo/OGG_3000887552	MUTATION: attenuated in mice [PMID:14569030].
254	887579	http://purl.obolibrary.org/obo/OGG_3000887579	MUTATION: hspX mutant is attenuated in murine macrophages and THP-1 cells [PMID:9689123].
255	887594	http://purl.obolibrary.org/obo/OGG_3000887594	MUTATION: sigD mutant is attenuated in human macrophages and mice [PMID:15659067].
256	887595	http://purl.obolibrary.org/obo/OGG_3000887595	MUTATION: attenuated in mice [PMID:14569030].
257	887598	http://purl.obolibrary.org/obo/OGG_3000887598	MUTATION: whiB3 mutant is attenuated in mice [PMID:11880648].
258	887603	http://purl.obolibrary.org/obo/OGG_3000887603	MUTATION: fadD26 mutant is attenuated in mice [PMID:15958066].
259	887617	http://purl.obolibrary.org/obo/OGG_3000887617	MUTATION: attenuated in mice [PMID:14569030].
260	887633	http://purl.obolibrary.org/obo/OGG_3000887633	MUTATION: attenuated in mice [PMID:14569030].
261	887681	http://purl.obolibrary.org/obo/OGG_3000887681	MUTATION: trpD mutant is attenuated in mice [PMID:11160012].
262	887697	http://purl.obolibrary.org/obo/OGG_3000887697	MUTATION: attenuated in mice [PMID:14569030].
263	887744	http://purl.obolibrary.org/obo/OGG_3000887744	MUTATION: attenuated in mice [PMID:14569030].
264	887745	http://purl.obolibrary.org/obo/OGG_3000887745	MUTATION: mce2A mutant is attenuated in mice [PMID:15804490].
265	887750	http://purl.obolibrary.org/obo/OGG_3000887750	MUTATION: attenuated in mice [PMID:14569030].
266	887782	http://purl.obolibrary.org/obo/OGG_3000887782	MUTATION: attenuated in mice [PMID:14569030].
267	887815	http://purl.obolibrary.org/obo/OGG_3000887815	MUTATION: attenuated in mice [PMID:14569030].
268	887818	http://purl.obolibrary.org/obo/OGG_3000887818	MUTATION: attenuated in mice [PMID:14569030].
269	887836	http://purl.obolibrary.org/obo/OGG_3000887836	MUTATION: attenuated in mice [PMID:14569030].
270	887838	http://purl.obolibrary.org/obo/OGG_3000887838	MUTATION: attenuated in mice [PMID:14569030].
271	887857	http://purl.obolibrary.org/obo/OGG_3000887857	MUTATION: attenuated in mice [PMID:14569030].
272	887888	http://purl.obolibrary.org/obo/OGG_3000887888	MUTATION: Long-term survival of the relA mutant during in vitro starvation or nutrient run out in normal media was significantly impaired compared to that in the wild type. In addition, the mutant was significantly less able to survive extended anaerobic incubation than the wild-type virulent organism [PMID:10940033].
273	887893	http://purl.obolibrary.org/obo/OGG_3000887893	MUTATION: attenuated in mice [PMID:14569030].
274	887917	http://purl.obolibrary.org/obo/OGG_3000887917	MUTATION: Rv2693c mutant is attenuated in mice [PMID:17353284].
275	887918	http://purl.obolibrary.org/obo/OGG_3000887918	MUTATION: attenuated in mice [PMID:14569030].
276	887956	http://purl.obolibrary.org/obo/OGG_3000887956	MUTATION: attenuated in mice [PMID:14569030].
277	887968	http://purl.obolibrary.org/obo/OGG_3000887968	MUTATION: attenuated in mice [PMID:14569030].
278	887990	http://purl.obolibrary.org/obo/OGG_3000887990	MUTATION: attenuated in mice [PMID:14569030].
279	887998	http://purl.obolibrary.org/obo/OGG_3000887998	MUTATION: attenuated in mice [PMID:14569030].
280	888006	http://purl.obolibrary.org/obo/OGG_3000888006	MUTATION: attenuated in mice [PMID:14569030].
281	888017	http://purl.obolibrary.org/obo/OGG_3000888017	MUTATION: attenuated in mice [PMID:14569030].
282	888029	http://purl.obolibrary.org/obo/OGG_3000888029	MUTATION: attenuated in mice [PMID:14569030].
283	888031	http://purl.obolibrary.org/obo/OGG_3000888031	MUTATION: attenuated in mice [PMID:14569030].
284	888053	http://purl.obolibrary.org/obo/OGG_3000888053	MUTATION: attenuated in mice [PMID:14569030].
285	888058	http://purl.obolibrary.org/obo/OGG_3000888058	MUTATION: attenuated in mice [PMID:14569030].
286	888064	http://purl.obolibrary.org/obo/OGG_3000888064	MUTATION: attenuated in mice [PMID:14569030].
287	888073	http://purl.obolibrary.org/obo/OGG_3000888073	MUTATION: Rv3377c mutant is attenuated in survival inside of macrophages [PMID:15340136].
288	888075	http://purl.obolibrary.org/obo/OGG_3000888075	MUTATION: Rv3378c mutant is attenuated in survival within macrophages [PMID:15340136].
289	888081	http://purl.obolibrary.org/obo/OGG_3000888081	MUTATION: attenuated in mice [PMID:14569030].
290	888091	http://purl.obolibrary.org/obo/OGG_3000888091	MUTATION: attenuated in mice [PMID:14569030].
291	888094	http://purl.obolibrary.org/obo/OGG_3000888094	MUTATION: sigH mutant has diminished immunopathology and is nonlethal in mice [PMID:12060776].
292	888107	http://purl.obolibrary.org/obo/OGG_3000888107	MUTATION: Rv2206 mutant is attenuated in mice [PMID:17353284].
293	888122	http://purl.obolibrary.org/obo/OGG_3000888122	MUTATION: pks1 mutant is attenuated in mice [PMID:12730158].
294	888168	http://purl.obolibrary.org/obo/OGG_3000888168	MUTATION: attenuated in mice [PMID:14569030].
295	888190	http://purl.obolibrary.org/obo/OGG_3000888190	MUTATION: attenuated in mice [PMID:14569030].
296	888225	http://purl.obolibrary.org/obo/OGG_3000888225	MUTATION: leuD mutant is attenuated in mice [PMID:10768986].
297	888228	http://purl.obolibrary.org/obo/OGG_3000888228	MUTATION: attenuated in mice [PMID:14569030].
298	888247	http://purl.obolibrary.org/obo/OGG_3000888247	MUTATION: attenuated in mice [PMID:14569030].
299	888279	http://purl.obolibrary.org/obo/OGG_3000888279	MUTATION: attenuated in mice [PMID:14569030].
300	888295	http://purl.obolibrary.org/obo/OGG_3000888295	MUTATION: Rv3527 mutant is attenuated for intramacrophage survival [PMID:15340136].
301	888303	http://purl.obolibrary.org/obo/OGG_3000888303	MUTATION: attenuated in mice [PMID:14569030].
302	888320	http://purl.obolibrary.org/obo/OGG_3000888320	MUTATION: attenuated in mice [PMID:14569030].
303	888321	http://purl.obolibrary.org/obo/OGG_3000888321	MUTATION: attenuated in mice [PMID:14569030].
304	888337	http://purl.obolibrary.org/obo/OGG_3000888337	MUTATION: attenuated in mice [PMID:14569030].
305	888344	http://purl.obolibrary.org/obo/OGG_3000888344	MUTATION:  attenuated in mice [PMID:14569030].
306	888350	http://purl.obolibrary.org/obo/OGG_3000888350	MUTATION: pks12 mutant is attenuated in mice [PMID:12819062].
307	888354	http://purl.obolibrary.org/obo/OGG_3000888354	MUTATION: attenuated in mice [PMID:14569030].
308	888355	http://purl.obolibrary.org/obo/OGG_3000888355	MUTATION: attenuated in mice [PMID:14569030].
309	888364	http://purl.obolibrary.org/obo/OGG_3000888364	MUTATION: attenuated in mice [PMID:14569030].
310	888387	http://purl.obolibrary.org/obo/OGG_3000888387	MUTATION: attenuated in mice [PMID:14569030].
311	888410	http://purl.obolibrary.org/obo/OGG_3000888410	MUTATION: attenuated in mice [PMID:14569030].
312	888415	http://purl.obolibrary.org/obo/OGG_3000888415	MUTATION: attenuated in mice [PMID:14569030].
313	888430	http://purl.obolibrary.org/obo/OGG_3000888430	MUTATION: lipF mutant is attenuated in mice lungs [PMID:10564470].
314	888445	http://purl.obolibrary.org/obo/OGG_3000888445	MUTATION: attenuated in mice [PMID:14569030].
315	888450	http://purl.obolibrary.org/obo/OGG_3000888450	MUTATION: attenuated in mice [PMID:14569030].
316	888475	http://purl.obolibrary.org/obo/OGG_3000888475	MUTATION: attenuated in mice [PMID:14569030].
317	888482	http://purl.obolibrary.org/obo/OGG_3000888482	MUTATION: attenuated in mice [PMID:14569030].
318	888486	http://purl.obolibrary.org/obo/OGG_3000888486	MUTATION: attenuated in mice [PMID:14569030].
319	888491	http://purl.obolibrary.org/obo/OGG_3000888491	MUTATION: drrC mutant is attenuated in mice [PMID:10564470].
320	888498	http://purl.obolibrary.org/obo/OGG_3000888498	MUTATION: attenuated in mice [PMID:14569030].
321	888539	http://purl.obolibrary.org/obo/OGG_3000888539	MUTATION: attenuated in mice [PMID:14569030].
322	888560	http://purl.obolibrary.org/obo/OGG_3000888560	MUTATION: attenuated in mice [PMID:14569030].
323	888570	http://purl.obolibrary.org/obo/OGG_3000888570	MUTATION: attenuated in mice [PMID:14569030].
324	888609	http://purl.obolibrary.org/obo/OGG_3000888609	MUTATION: sigL mutant is attenuated in mice [PMID:16199577].
325	888646	http://purl.obolibrary.org/obo/OGG_3000888646	MUTATION: attenuated in mice [PMID:14569030].
326	888653	http://purl.obolibrary.org/obo/OGG_3000888653	MUTATION:  attenuated in mice [PMID:14569030].
327	888694	http://purl.obolibrary.org/obo/OGG_3000888694	MUTATION: attenuated in mice [PMID:14569030].
328	888705	http://purl.obolibrary.org/obo/OGG_3000888705	MUTATION: attenuated in mice [PMID:14569030].
329	888723	http://purl.obolibrary.org/obo/OGG_3000888723	MUTATION: sigC mutant is attenuated in mice [PMID:15049808].
330	888727	http://purl.obolibrary.org/obo/OGG_3000888727	MUTATION: sigF mutant is attenuated in mice [PMID:14977982].
331	888729	http://purl.obolibrary.org/obo/OGG_3000888729	MUTATION: attenuated in mice [PMID:14569030].
332	888743	http://purl.obolibrary.org/obo/OGG_3000888743	MUTATION: attenuated in mice [PMID:14569030].
333	888751	http://purl.obolibrary.org/obo/OGG_3000888751	MUTATION: sigE mutant is unable to grow in unactivated human and murine macrophages and is more susceptible to killing by activated macrophages than the wild type [PMID:11489128].
334	888772	http://purl.obolibrary.org/obo/OGG_3000888772	MUTATION: phoP mutant is attenuated in mice [PMID:11454210].
335	888778	http://purl.obolibrary.org/obo/OGG_3000888778	MUTATION: attenuated in mice [PMID:14569030].
336	888779	http://purl.obolibrary.org/obo/OGG_3000888779	MUTATION: attenuated in mice [PMID:14569030].
337	888786	http://purl.obolibrary.org/obo/OGG_3000888786	MUTATION: attenuated in mice [PMID:14569030].
338	888798	http://purl.obolibrary.org/obo/OGG_3000888798	MUTATION: attenuated in mice [PMID:14569030].
339	888817	http://purl.obolibrary.org/obo/OGG_3000888817	MUTATION: attenuated in mice [PMID:14569030].
340	888821	http://purl.obolibrary.org/obo/OGG_3000888821	MUTATION:  attenuated in mice [PMID:14569030].
341	888842	http://purl.obolibrary.org/obo/OGG_3000888842	MUTATION: devR mutant is attenuated in guinea pigs [PMID:14987770].
342	888861	http://purl.obolibrary.org/obo/OGG_3000888861	MUTATION: attenuated in mice [PMID:14569030].
343	888866	http://purl.obolibrary.org/obo/OGG_3000888866	MUTATION: attenuated in mice [PMID:14569030].
344	888871	http://purl.obolibrary.org/obo/OGG_3000888871	MUTATION: moeB1 mutant is attenuated in mice [PMID:17353284].
345	888876	http://purl.obolibrary.org/obo/OGG_3000888876	MUTATION: attenuated in mice [PMID:14569030].
346	888944	http://purl.obolibrary.org/obo/OGG_3000888944	MUTATION: attenuated in mice [PMID:14569030].
347	898800	http://purl.obolibrary.org/obo/OGG_3000898800	MUTATION:  a HP1206 mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
348	898810	http://purl.obolibrary.org/obo/OGG_3000898810	MUTATION:  a flgL mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
349	898835	http://purl.obolibrary.org/obo/OGG_3000898835	MUTATION:  a HP0350 mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
350	898859	http://purl.obolibrary.org/obo/OGG_3000898859	MUTATION:  a HP0758 mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
351	898900	http://purl.obolibrary.org/obo/OGG_3000898900	MUTATION:  a HP03292 mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
352	898975	http://purl.obolibrary.org/obo/OGG_3000898975	MUTATION:  a HP0797 mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
353	899006	http://purl.obolibrary.org/obo/OGG_3000899006	MUTATION:  a HP0169 mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
354	899058	http://purl.obolibrary.org/obo/OGG_3000899058	MUTATION:  a HP0254 mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
355	899097	http://purl.obolibrary.org/obo/OGG_3000899097	MUTATION:  a HP0017 mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
356	899104	http://purl.obolibrary.org/obo/OGG_3000899104	MUTATION:  a ureC mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
357	899174	http://purl.obolibrary.org/obo/OGG_3000899174	MUTATION:  a hemC mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
358	899191	http://purl.obolibrary.org/obo/OGG_3000899191	MUTATION:  a HP0055 mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
359	899197	http://purl.obolibrary.org/obo/OGG_3000899197	MUTATION:  a HP0289 mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
360	899217	http://purl.obolibrary.org/obo/OGG_3000899217	MUTATION:  a HP0360 mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
361	899219	http://purl.obolibrary.org/obo/OGG_3000899219	MUTATION:  a HP0366 mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
362	899333	http://purl.obolibrary.org/obo/OGG_3000899333	MUTATION: mutated strain showed a reduction in adherence ability [PMID:12018657].
363	899346	http://purl.obolibrary.org/obo/OGG_3000899346	MUTATION:  a HP0788 mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
364	899399	http://purl.obolibrary.org/obo/OGG_3000899399	MUTATION:  a flgE mutant was attenuated for gastric colonization in a gerbil model [PMID:12668646]
